ID,Make,Model,Engine,Fuel,Driveline,Hybrid,City,Highway,Transmission,Year,Horsepower,Torque
2011 Hyundai Santa Fe GLS 3.5,Hyundai,2011 Hyundai Santa Fe,Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs,Gasoline,Front-wheel drive,True,20,26,Automatic transmission,2011,276,248
2010 Hyundai Santa Fe SE,Hyundai,2010 Hyundai Santa Fe,Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs,Gasoline,Front-wheel drive,True,20,26,Automatic transmission,2010,276,248
2010 Hyundai Santa Fe Limited 3.5 AWD,Hyundai,2010 Hyundai Santa Fe,Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs,Gasoline,All-wheel drive,True,20,26,Automatic transmission,2010,276,248
2010 Hyundai Santa Fe GLS AT AWD,Hyundai,2010 Hyundai Santa Fe,Hyundai 2.4L 4 Cylinder 175 hp 169 ft-lbs,Gasoline,All-wheel drive,True,21,27,Automatic transmission,2010,175,169
2010 Hyundai Santa Fe Limited,Hyundai,2010 Hyundai Santa Fe,Hyundai 2.4L 4 Cylinder 175 hp 169 ft-lbs,Gasoline,Front-wheel drive,True,20,28,Automatic transmission,2010,175,169
2010 Hyundai Santa Fe Limited 3.5,Hyundai,2010 Hyundai Santa Fe,Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs,Gasoline,Front-wheel drive,True,20,26,Automatic transmission,2010,276,248
2010 Hyundai Santa Fe SE AWD,Hyundai,2010 Hyundai Santa Fe,Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs,Gasoline,All-wheel drive,True,20,26,Automatic transmission,2010,276,248
2010 Hyundai Santa Fe GLS AT,Hyundai,2010 Hyundai Santa Fe,Hyundai 2.4L 4 Cylinder 175 hp 169 ft-lbs,Gasoline,Front-wheel drive,True,20,28,Automatic transmission,2010,175,169
2010 Hyundai Santa Fe GLS,Hyundai,2010 Hyundai Santa Fe,Hyundai 2.4L 4 Cylinder 175 hp 169 ft-lbs,Gasoline,Front-wheel drive,True,19,26,Manual transmission,2010,175,169
2012 Ford Taurus SE,Ford,2012 Ford Taurus,Ford 3.5L 6 Cylinder 263 hp 249 ft-lbs,Gasoline,Front-wheel drive,True,18,28,Automatic transmission,2012,263,249
2012 Ford Taurus SEL,Ford,2012 Ford Taurus,Ford 3.5L 6 Cylinder 263 hp 249 ft-lbs,Gasoline,Front-wheel drive,True,18,27,Automatic transmission,2012,263,249
2012 Ford Taurus SEL AWD,Ford,2012 Ford Taurus,Ford 3.5L 6 Cylinder 263 hp 249 ft-lbs,Gasoline,All-wheel drive,True,17,26,Automatic transmission,2012,263,249
2012 Ford Taurus Limited,Ford,2012 Ford Taurus,Ford 3.5L 6 Cylinder 263 hp 249 ft-lbs,Gasoline,Front-wheel drive,True,18,27,Automatic transmission,2012,263,249
2012 Ford Taurus Limited AWD,Ford,2012 Ford Taurus,Ford 3.5L 6 Cylinder 263 hp 249 ft-lbs,Gasoline,All-wheel drive,True,17,26,Automatic transmission,2012,263,249
2011 Ford Taurus SE,Ford,2011 Ford Taurus,Ford 3.5L 6 Cylinder 263 hp 249 ft-lbs,Gasoline,Front-wheel drive,True,18,28,Automatic transmission,2011,263,249
2011 Ford Taurus SEL,Ford,2011 Ford Taurus,Ford 3.5L 6 Cylinder 263 hp 249 ft-lbs,Gasoline,Front-wheel drive,True,18,27,Automatic transmission,2011,263,249
2011 Ford Taurus SEL AWD,Ford,2011 Ford Taurus,Ford 3.5L 6 Cylinder 263 hp 249 ft-lbs,Gasoline,All-wheel drive,True,17,25,Automatic transmission,2011,263,249
2011 Ford Taurus Limited,Ford,2011 Ford Taurus,Ford 3.5L 6 Cylinder 263 hp 249 ft-lbs,Gasoline,Front-wheel drive,True,18,27,Automatic transmission,2011,263,249
2011 Ford Taurus Limited AWD,Ford,2011 Ford Taurus,Ford 3.5L 6 Cylinder 263 hp 249 ft-lbs,Gasoline,All-wheel drive,True,17,25,Automatic transmission,2011,263,249
2010 Ford Taurus SE,Ford,2010 Ford Taurus,Ford 3.5L 6 Cylinder 263 hp 249 ft-lbs,Gasoline,Front-wheel drive,True,18,28,Automatic transmission,2010,263,249
2010 Ford Taurus SEL,Ford,2010 Ford Taurus,Ford 3.5L 6 Cylinder 263 hp 249 ft-lbs,Gasoline,Front-wheel drive,True,18,27,Automatic transmission,2010,263,249
2010 Ford Taurus SEL AWD,Ford,2010 Ford Taurus,Ford 3.5L 6 Cylinder 263 hp 249 ft-lbs,Gasoline,All-wheel drive,True,17,25,Automatic transmission,2010,263,249
2010 Ford Taurus Limited,Ford,2010 Ford Taurus,Ford 3.5L 6 Cylinder 263 hp 249 ft-lbs,Gasoline,Front-wheel drive,True,18,27,Automatic transmission,2010,263,249
2010 Ford Taurus Limited AWD,Ford,2010 Ford Taurus,Ford 3.5L 6 Cylinder 263 hp 249 ft-lbs,Gasoline,All-wheel drive,True,17,25,Automatic transmission,2010,263,249
2010 Volkswagen Golf 2.5L 4-Door,Volkswagen,2010 Volkswagen Golf 4-Door,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,Gasoline,Front-wheel drive,True,23,30,Automatic transmission,2010,170,177
2010 Volkswagen Golf 4-Door TDI,Volkswagen,2010 Volkswagen Golf 4-Door,Volkswagen 2.0L 4 Cylinder 140 hp 236 ft-lbs Turbo Diesel,Diesel fuel,Front-wheel drive,True,30,41,Manual transmission,2010,140,236
2011 Volkswagen Golf 2.5L 2-Door,Volkswagen,2011 Volkswagen Golf 2-Door,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,Gasoline,Front-wheel drive,True,23,33,Manual transmission,2011,170,177
2011 Volkswagen Golf 2.5L 2-Door AT,Volkswagen,2011 Volkswagen Golf 2-Door,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,Gasoline,Front-wheel drive,True,24,31,Automatic transmission,2011,170,177
2011 Volkswagen Golf TDI Clean Diesel 2-Door,Volkswagen,2011 Volkswagen Golf 2-Door,Volkswagen 2.0L 4 Cylinder 140 hp 236 ft-lbs Turbo Diesel,Diesel fuel,Front-wheel drive,True,30,42,Manual transmission,2011,140,236
2011 Ford Edge SE,Ford,2011 Ford Edge,Ford 3.5L 6 Cylinder 285 hp 253 ft-lbs,Gasoline,Front-wheel drive,True,19,26,Automatic transmission,2011,285,253
2011 Ford Edge SEL,Ford,2011 Ford Edge,Ford 3.5L 6 Cylinder 285 hp 253 ft-lbs,Gasoline,Front-wheel drive,True,19,26,Automatic transmission,2011,285,253
2011 Ford Edge SEL AWD,Ford,2011 Ford Edge,Ford 3.5L 6 Cylinder 285 hp 253 ft-lbs,Gasoline,All-wheel drive,True,18,26,Automatic transmission,2011,285,253
2011 Ford Edge Limited,Ford,2011 Ford Edge,Ford 3.5L 6 Cylinder 285 hp 253 ft-lbs,Gasoline,Front-wheel drive,True,19,26,Automatic transmission,2011,285,253
2011 Ford Edge Limited AWD,Ford,2011 Ford Edge,Ford 3.5L 6 Cylinder 285 hp 253 ft-lbs,Gasoline,All-wheel drive,True,18,26,Automatic transmission,2011,285,253
2011 Ford Edge Sport,Ford,2011 Ford Edge,Ford 3.7L 6 Cylinder 305 hp 280 ft-lbs,Gasoline,Front-wheel drive,True,18,25,Automatic transmission,2011,305,280
2011 Ford Edge Sport AWD,Ford,2011 Ford Edge,Ford 3.7L 6 Cylinder 305 hp 280 ft-lbs,Gasoline,All-wheel drive,True,17,23,Automatic transmission,2011,305,280
2011 Volkswagen Golf 2.5L 4-Door,Volkswagen,2011 Volkswagen Golf 4-Door,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,Gasoline,Front-wheel drive,True,24,31,Automatic transmission,2011,170,177
2011 Volkswagen Golf TDI Clean Diesel 4-Door,Volkswagen,2011 Volkswagen Golf 4-Door,Volkswagen 2.0L 4 Cylinder 140 hp 236 ft-lbs Turbo Diesel,Diesel fuel,Front-wheel drive,True,30,42,Manual transmission,2011,140,236
2012 Audi S5 Coupe 4.2 AT,Audi,2012 Audi S5 Coupe,Audi 4.2L 8 cylinder 354hp 325 ft-lbs,Gasoline,All-wheel drive,True,16,24,Automatic transmission,2012,354,325
2012 Audi S5 Coupe 4.2,Audi,2012 Audi S5 Coupe,Audi 4.2L 8 cylinder 354hp 325 ft-lbs,Gasoline,All-wheel drive,True,14,22,Manual transmission,2012,354,325
2012 Ford Edge SE,Ford,2012 Ford Edge,Ford 3.5L 6 Cylinder 285 hp 253 ft-lbs,Gasoline,Front-wheel drive,True,19,27,Automatic transmission,2012,285,253
2012 Ford Edge SEL,Ford,2012 Ford Edge,Ford 3.5L 6 Cylinder 285 hp 253 ft-lbs,Gasoline,Front-wheel drive,True,19,27,Automatic transmission,2012,285,253
2012 Ford Edge SEL AWD,Ford,2012 Ford Edge,Ford 3.5L 6 Cylinder 285 hp 253 ft-lbs,Gasoline,All-wheel drive,True,18,25,Automatic transmission,2012,285,253
2012 Ford Edge Limited,Ford,2012 Ford Edge,Ford 3.5L 6 Cylinder 285 hp 253 ft-lbs,Gasoline,Front-wheel drive,True,19,27,Automatic transmission,2012,285,253
2012 Ford Edge Limited AWD,Ford,2012 Ford Edge,Ford 3.5L 6 Cylinder 285 hp 253 ft-lbs,Gasoline,All-wheel drive,True,18,25,Automatic transmission,2012,285,253
2012 Ford Edge Sport,Ford,2012 Ford Edge,Ford 3.7L 6 Cylinder 305 hp 280 ft-lbs,Gasoline,Front-wheel drive,True,19,26,Automatic transmission,2012,305,280
2012 Ford Edge Sport AWD,Ford,2012 Ford Edge,Ford 3.7L 6 Cylinder 305 hp 280 ft-lbs,Gasoline,All-wheel drive,True,17,23,Automatic transmission,2012,305,280
2010 Ford Edge SE,Ford,2010 Ford Edge,Ford 3.5L 6 Cylinder 265 hp 250 ft-lbs,Gasoline,Front-wheel drive,True,18,25,Automatic transmission,2010,265,250
2010 Ford Edge SE Fleet,Ford,2010 Ford Edge,Ford 3.5L 6 Cylinder 265 hp 250 ft-lbs,Gasoline,Front-wheel drive,True,17,23,Automatic transmission,2010,265,250
2010 Ford Edge SEL,Ford,2010 Ford Edge,Ford 3.5L 6 Cylinder 265 hp 250 ft-lbs,Gasoline,Front-wheel drive,True,18,25,Automatic transmission,2010,265,250
2010 Ford Edge SEL AWD,Ford,2010 Ford Edge,Ford 3.5L 6 Cylinder 265 hp 250 ft-lbs,Gasoline,All-wheel drive,True,17,23,Automatic transmission,2010,265,250
2010 Ford Edge Limited,Ford,2010 Ford Edge,Ford 3.5L 6 Cylinder 265 hp 250 ft-lbs,Gasoline,Front-wheel drive,True,18,25,Automatic transmission,2010,265,250
2010 Ford Edge Limited AWD,Ford,2010 Ford Edge,Ford 3.5L 6 Cylinder 265 hp 250 ft-lbs,Gasoline,All-wheel drive,True,17,23,Automatic transmission,2010,265,250
2010 Ford Edge Sport,Ford,2010 Ford Edge,Ford 3.5L 6 Cylinder 265 hp 250 ft-lbs,Gasoline,Front-wheel drive,True,18,25,Automatic transmission,2010,265,250
2010 Ford Edge Sport AWD,Ford,2010 Ford Edge,Ford 3.5L 6 Cylinder 265 hp 250 ft-lbs,Gasoline,All-wheel drive,True,17,23,Automatic transmission,2010,265,250
2011 Audi S5 Coupe 4.2 AT,Audi,2011 Audi S5 Coupe,Audi 4.2L 8 cylinder 354hp 325 ft-lbs,Gasoline,All-wheel drive,True,16,24,Automatic transmission,2011,354,325
2011 Audi S5 Coupe 4.2,Audi,2011 Audi S5 Coupe,Audi 4.2L 8 cylinder 354hp 325 ft-lbs,Gasoline,All-wheel drive,True,14,22,Manual transmission,2011,354,325
2012 Ford Edge SE Turbo,Ford,2012 Ford Edge,Ford 2.0L 4 Cylinder 240 hp 270 ft-lbs Turbo,Gasoline,Front-wheel drive,True,21,30,Automatic transmission,2012,240,270
2012 Ford Edge Limited Turbo,Ford,2012 Ford Edge,Ford 2.0L 4 Cylinder 240 hp 270 ft-lbs Turbo,Gasoline,Front-wheel drive,True,21,30,Automatic transmission,2012,240,270
2012 Ford Edge SEL Turbo,Ford,2012 Ford Edge,Ford 2.0L 4 Cylinder 240 hp 270 ft-lbs Turbo,Gasoline,Front-wheel drive,True,21,30,Automatic transmission,2012,240,270
2010 Audi S5 Coupe 4.2 AT,Audi,2010 Audi S5 Coupe,Audi 4.2L 8 cylinder 354hp 325 ft-lbs,Gasoline,All-wheel drive,True,16,24,Automatic transmission,2010,354,325
2010 Audi S5 Coupe 4.2,Audi,2010 Audi S5 Coupe,Audi 4.2L 8 cylinder 354hp 325 ft-lbs,Gasoline,All-wheel drive,True,14,22,Manual transmission,2010,354,325
2011 Audi S6,Audi,2011 Audi S6,Audi 5.2L 10 Cylinder 435hp 398 ft-lbs,Gasoline,All-wheel drive,True,14,21,Automatic transmission,2011,435,398
2010 Audi S6,Audi,2010 Audi S6,Audi 5.2L 10 Cylinder 435hp 398 ft-lbs,Gasoline,All-wheel drive,True,14,19,Automatic transmission,2010,435,398
2011 Honda Civic DX Sedan,Honda,2011 Honda Civic Sedan,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,Gasoline,Front-wheel drive,True,26,34,Manual transmission,2011,140,128
2011 Honda Civic DX Sedan AT,Honda,2011 Honda Civic Sedan,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,Gasoline,Front-wheel drive,True,25,36,Automatic transmission,2011,140,128
2011 Honda Civic DX-VP Sedan,Honda,2011 Honda Civic Sedan,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,Gasoline,Front-wheel drive,True,26,34,Manual transmission,2011,140,128
2011 Honda Civic DX-VP Sedan AT,Honda,2011 Honda Civic Sedan,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,Gasoline,Front-wheel drive,True,25,36,Automatic transmission,2011,140,128
2011 Honda Civic LX Sedan,Honda,2011 Honda Civic Sedan,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,Gasoline,Front-wheel drive,True,26,34,Manual transmission,2011,140,128
2011 Honda Civic LX Sedan AT,Honda,2011 Honda Civic Sedan,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,Gasoline,Front-wheel drive,True,25,36,Automatic transmission,2011,140,128
2011 Honda Civic LX-S Sedan,Honda,2011 Honda Civic Sedan,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,Gasoline,Front-wheel drive,True,26,34,Manual transmission,2011,140,128
2011 Honda Civic LX-S Sedan AT,Honda,2011 Honda Civic Sedan,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,Gasoline,Front-wheel drive,True,25,36,Automatic transmission,2011,140,128
2011 Honda Civic EX Sedan,Honda,2011 Honda Civic Sedan,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,Gasoline,Front-wheel drive,True,26,34,Manual transmission,2011,140,128
2011 Honda Civic EX Sedan AT,Honda,2011 Honda Civic Sedan,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,Gasoline,Front-wheel drive,True,25,36,Automatic transmission,2011,140,128
2011 Honda Civic EX-L Sedan,Honda,2011 Honda Civic Sedan,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,Gasoline,Front-wheel drive,True,25,36,Automatic transmission,2011,140,128
2011 Honda Civic Si Sedan,Honda,2011 Honda Civic Sedan,Honda 2.0L 4 Cyinder 197 hp 139 ft-lbs,Gasoline,Front-wheel drive,True,21,29,Manual transmission,2011,197,139
2011 Honda Civic GX Sedan,Honda,2011 Honda Civic Sedan,Honda 1.8L 4 Cylinder 113 hp 109 ft-lbs CNG,Compressed natural gas,Front-wheel drive,True,24,36,Automatic transmission,2011,113,109
2012 Chevrolet Corvette Z06 1LZ,Chevrolet,2012 Chevrolet Corvette Z06,Chevrolet 7.0L 8 Cylinder 505 hp 470 ft-lbs,Gasoline,Rear-wheel drive,True,15,24,Manual transmission,2012,505,470
2012 Chevrolet Corvette Z06 2LZ,Chevrolet,2012 Chevrolet Corvette Z06,Chevrolet 7.0L 8 Cylinder 505 hp 470 ft-lbs,Gasoline,Rear-wheel drive,True,15,24,Manual transmission,2012,505,470
2012 Chevrolet Corvette Z06 3LZ,Chevrolet,2012 Chevrolet Corvette Z06,Chevrolet 7.0L 8 Cylinder 505 hp 470 ft-lbs,Gasoline,Rear-wheel drive,True,15,24,Manual transmission,2012,505,470
2011 Chevrolet Corvette Z06 1LZ,Chevrolet,2011 Chevrolet Corvette Z06,Chevrolet 7.0L 8 Cylinder 505 hp 470 ft-lbs,Gasoline,Rear-wheel drive,True,15,24,Manual transmission,2011,505,470
2011 Chevrolet Corvette Z06 2LZ,Chevrolet,2011 Chevrolet Corvette Z06,Chevrolet 7.0L 8 Cylinder 505 hp 470 ft-lbs,Gasoline,Rear-wheel drive,True,15,24,Manual transmission,2011,505,470
2011 Chevrolet Corvette Z06 3LZ,Chevrolet,2011 Chevrolet Corvette Z06,Chevrolet 7.0L 8 Cylinder 505 hp 470 ft-lbs,Gasoline,Rear-wheel drive,True,15,24,Manual transmission,2011,505,470
2010 Chevrolet Corvette Z06 1LZ,Chevrolet,2010 Chevrolet Corvette Z06,Chevrolet 7.0L 8 Cylinder 505 hp 470 ft-lbs,Gasoline,Rear-wheel drive,True,15,24,Manual transmission,2010,505,470
2010 Chevrolet Corvette Z06 2LZ,Chevrolet,2010 Chevrolet Corvette Z06,Chevrolet 7.0L 8 Cylinder 505 hp 470 ft-lbs,Gasoline,Rear-wheel drive,True,15,24,Manual transmission,2010,505,470
2010 Chevrolet Corvette Z06 3LZ,Chevrolet,2010 Chevrolet Corvette Z06,Chevrolet 7.0L 8 Cylinder 505 hp 470 ft-lbs,Gasoline,Rear-wheel drive,True,15,24,Manual transmission,2010,505,470
2012 Chevrolet Corvette Convertible 1LT,Chevrolet,2012 Chevrolet Corvette Convertible,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,Gasoline,Rear-wheel drive,True,16,26,Manual transmission,2012,430,424
2012 Chevrolet Corvette Convertible 1LT AT,Chevrolet,2012 Chevrolet Corvette Convertible,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,Gasoline,Rear-wheel drive,True,15,25,Automatic transmission,2012,430,424
2012 Chevrolet Corvette Convertible 2LT,Chevrolet,2012 Chevrolet Corvette Convertible,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,Gasoline,Rear-wheel drive,True,16,26,Manual transmission,2012,430,424
2012 Chevrolet Corvette Convertible 2LT AT,Chevrolet,2012 Chevrolet Corvette Convertible,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,Gasoline,Rear-wheel drive,True,15,25,Automatic transmission,2012,430,424
2012 Chevrolet Corvette Convertible 3LT,Chevrolet,2012 Chevrolet Corvette Convertible,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,Gasoline,Rear-wheel drive,True,16,26,Manual transmission,2012,430,424
2012 Chevrolet Corvette Convertible 3LT AT,Chevrolet,2012 Chevrolet Corvette Convertible,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,Gasoline,Rear-wheel drive,True,15,25,Automatic transmission,2012,430,424
2012 Chevrolet Corvette Convertible 4LT,Chevrolet,2012 Chevrolet Corvette Convertible,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,Gasoline,Rear-wheel drive,True,16,26,Manual transmission,2012,430,424
2012 Chevrolet Corvette Convertible 4LT AT,Chevrolet,2012 Chevrolet Corvette Convertible,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,Gasoline,Rear-wheel drive,True,15,25,Automatic transmission,2012,430,424
2010 Nissan Pathfinder S 4x4,Nissan,2010 Nissan Pathfinder,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,Gasoline,Four-wheel drive,True,14,20,Automatic transmission,2010,266,288
2010 Nissan Pathfinder S FE+,Nissan,2010 Nissan Pathfinder,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,Gasoline,Rear-wheel drive,True,15,22,Automatic transmission,2010,266,288
2010 Nissan Pathfinder SE,Nissan,2010 Nissan Pathfinder,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,Gasoline,Rear-wheel drive,True,15,22,Automatic transmission,2010,266,288
2010 Nissan Pathfinder LE 4x4,Nissan,2010 Nissan Pathfinder,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,Gasoline,Four-wheel drive,True,14,20,Automatic transmission,2010,266,288
2010 Nissan Pathfinder LE 4x4 V8,Nissan,2010 Nissan Pathfinder,Nissan 5.6L 8 Cylinder 310 hp 388 ft-lbs,Gasoline,Four-wheel drive,True,13,18,Automatic transmission,2010,310,388
2010 Nissan Pathfinder SE 4x4,Nissan,2010 Nissan Pathfinder,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,Gasoline,Four-wheel drive,True,14,20,Automatic transmission,2010,266,288
2010 Nissan Pathfinder LE,Nissan,2010 Nissan Pathfinder,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,Gasoline,Rear-wheel drive,True,15,22,Automatic transmission,2010,266,288
2010 Volkswagen Routan S,Volkswagen,2010  Volkswagen Routan,Volkswagen 3.8l 6 Cylinder 197HP  230 ft-lbs,Gasoline,Front-wheel drive,True,16,23,Automatic transmission,2010,197,230
2010 Volkswagen Routan SE,Volkswagen,2010  Volkswagen Routan,Volkswagen 3.8l 6 Cylinder 197HP  230 ft-lbs,Gasoline,Front-wheel drive,True,16,23,Automatic transmission,2010,197,230
2010 Volkswagen Routan SEL,Volkswagen,2010  Volkswagen Routan,Volkswagen 4.0l 6 Cylinder 251HP 259 ft-lbs,Gasoline,Front-wheel drive,True,17,25,Automatic transmission,2010,251,259
2010 Volkswagen Routan SEL Premium,Volkswagen,2010  Volkswagen Routan,Volkswagen 4.0l 6 Cylinder 251HP 259 ft-lbs,Gasoline,Front-wheel drive,True,17,25,Automatic transmission,2010,251,259
2009 Nissan Pathfinder LE,Nissan,2009 Nissan Pathfinder,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,Gasoline,Rear-wheel drive,True,15,22,Automatic transmission,2009,266,288
2009 Nissan Pathfinder SE Off-Road,Nissan,2009 Nissan Pathfinder,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,Gasoline,Four-wheel drive,True,14,20,Automatic transmission,2009,266,288
2009 Nissan Pathfinder SE 4x4,Nissan,2009 Nissan Pathfinder,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,Gasoline,Four-wheel drive,True,14,20,Automatic transmission,2009,266,288
2009 Nissan Pathfinder LE 4x4 V8,Nissan,2009 Nissan Pathfinder,Nissan 5.6L 8 Cylinder 310 hp 388 ft-lbs,Gasoline,Four-wheel drive,True,13,18,Automatic transmission,2009,310,388
2009 Nissan Pathfinder S,Nissan,2009 Nissan Pathfinder,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,Gasoline,Rear-wheel drive,True,15,22,Automatic transmission,2009,266,288
2009 Nissan Pathfinder S 4x4,Nissan,2009 Nissan Pathfinder,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,Gasoline,Four-wheel drive,True,14,20,Automatic transmission,2009,266,288
2009 Nissan Pathfinder LE 4x4,Nissan,2009 Nissan Pathfinder,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,Gasoline,Four-wheel drive,True,14,20,Automatic transmission,2009,266,288
2009 Nissan Pathfinder SE,Nissan,2009 Nissan Pathfinder,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,Gasoline,Rear-wheel drive,True,15,22,Automatic transmission,2009,266,288
2011 Volkswagen Routan S,Volkswagen,2011 Volkswagen Routan,Volkswagen 3.6L 6 Cylinder 283 hp 260 ft-lbs,Gasoline,Front-wheel drive,True,17,25,Automatic transmission,2011,283,260
2011 Volkswagen Routan SE,Volkswagen,2011 Volkswagen Routan,Volkswagen 3.6L 6 Cylinder 283 hp 260 ft-lbs,Gasoline,Front-wheel drive,True,17,25,Automatic transmission,2011,283,260
2011 Volkswagen Routan SEL,Volkswagen,2011 Volkswagen Routan,Volkswagen 3.6L 6 Cylinder 283 hp 260 ft-lbs,Gasoline,Front-wheel drive,True,17,25,Automatic transmission,2011,283,260
2011 Volkswagen Routan SEL Premium,Volkswagen,2011 Volkswagen Routan,Volkswagen 3.6L 6 Cylinder 283 hp 260 ft-lbs,Gasoline,Front-wheel drive,True,17,25,Automatic transmission,2011,283,260
2010 Volkswagen Tiguan S,Volkswagen,2010 Volkswagen Tiguan,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,Gasoline,Front-wheel drive,True,19,26,Manual transmission,2010,200,207
2010 Volkswagen Tiguan S AT,Volkswagen,2010 Volkswagen Tiguan,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,Gasoline,Front-wheel drive,True,18,24,Automatic transmission,2010,200,207
2010 Volkswagen Tiguan SE,Volkswagen,2010 Volkswagen Tiguan,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,Gasoline,Front-wheel drive,True,18,24,Automatic transmission,2010,200,207
2010 Volkswagen Tiguan SEL,Volkswagen,2010 Volkswagen Tiguan,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,Gasoline,Front-wheel drive,True,18,24,Automatic transmission,2010,200,207
2012 Hyundai Sonata GLS,Hyundai,2012 Hyundai Sonata,Hyundai 2.4L 4 Cylinder 198 hp 184 ft-lbs,Gasoline,Front-wheel drive,True,24,35,Manual transmission,2012,198,184
2012 Hyundai Sonata Limited PZEV,Hyundai,2012 Hyundai Sonata,Hyundai 2.4L 4 Cylinder 190 hp 179 ft-lbs,Gasoline,Front-wheel drive,True,24,35,Automatic transmission,2012,190,179
2012 Hyundai Sonata SE,Hyundai,2012 Hyundai Sonata,Hyundai 2.4L 4 Cylinder 200 hp 186 ft-lbs,Gasoline,Front-wheel drive,True,24,35,Automatic transmission,2012,200,186
2012 Hyundai Sonata GLS PZEV,Hyundai,2012 Hyundai Sonata,Hyundai 2.4L 4 Cylinder 190 hp 179 ft-lbs,Gasoline,Front-wheel drive,True,24,35,Automatic transmission,2012,190,179
2012 Hyundai Sonata GLS AT,Hyundai,2012 Hyundai Sonata,Hyundai 2.4L 4 Cylinder 198 hp 184 ft-lbs,Gasoline,Front-wheel drive,True,24,35,Automatic transmission,2012,198,184
2012 Hyundai Sonata SE Turbo,Hyundai,2012 Hyundai Sonata,Hyundai 2.0L 4 Cylinder 274 hp 269 ft-lbs Turbo,Gasoline,Front-wheel drive,True,22,34,Automatic transmission,2012,274,269
2012 Hyundai Sonata Limited,Hyundai,2012 Hyundai Sonata,Hyundai 2.4L 4 Cylinder 198 hp 184 ft-lbs,Gasoline,Front-wheel drive,True,24,35,Automatic transmission,2012,198,184
2012 Hyundai Sonata Limited Turbo,Hyundai,2012 Hyundai Sonata,Hyundai 2.0L 4 Cylinder 274 hp 269 ft-lbs Turbo,Gasoline,Front-wheel drive,True,22,34,Automatic transmission,2012,274,269
2011 Hyundai Sonata Limited,Hyundai,2011 Hyundai Sonata,Hyundai 2.4L 4 Cylinder 200 hp 186 ft-lbs,Gasoline,Front-wheel drive,True,22,35,Automatic transmission,2011,200,186
2011 Hyundai Sonata Limited Turbo,Hyundai,2011 Hyundai Sonata,Hyundai 2.0L 4 Cylinder 274 hp 269 ft-lbs Turbo,Gasoline,Front-wheel drive,True,22,33,Automatic transmission,2011,274,269
2011 Hyundai Sonata GLS AT,Hyundai,2011 Hyundai Sonata,Hyundai 2.4L 4 Cylinder 198 hp 184 ft-lbs,Gasoline,Front-wheel drive,True,22,35,Automatic transmission,2011,198,184
