ID;Make;Model;Fuel;Transmission;;Location
2010 Ford Focus Coupe SES;Ford;2010 Ford Focus Coupe;Gasoline;Manual transmission;;Afi Cotroceni
2010 Ford Focus Coupe SES AT;Ford;2010 Ford Focus Coupe;Gasoline;Automatic transmission;;University Square
2011 Bentley Continental GTC Speed;Bentley;2011 Bentley Continental GTC;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Bentley Continental GTC Speed;Bentley;2010 Bentley Continental GTC;Gasoline;Automatic transmission;;IKEA Pallady
2010 Bentley Continental GTC;Bentley;2010 Bentley Continental GTC;Gasoline;Automatic transmission;;Afi Cotroceni
2010 Bentley Azure T;Bentley;2010 Bentley Azure T;Gasoline;Automatic transmission;;University Square
2011 Toyota Corolla;Toyota;2011 Toyota Corolla;Gasoline;Manual transmission;;Baneasa Shopping City
2011 Toyota Corolla AT;Toyota;2011 Toyota Corolla;Gasoline;Automatic transmission;;IKEA Pallady
2011 Toyota Corolla LE;Toyota;2011 Toyota Corolla;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Toyota Corolla S;Toyota;2011 Toyota Corolla;Gasoline;Manual transmission;;University Square
2011 Toyota Corolla S AT;Toyota;2011 Toyota Corolla;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Rolls-Royce Ghost;Rolls-Royce;2010 Rolls-Royce Ghost;Gasoline;Automatic transmission;;IKEA Pallady
2011 Audi A5 Cabriolet 2.0 T Quattro;Audi;2011 Audi A5 Cabriolet;Gasoline;Automatic transmission;;Afi Cotroceni
2010 Audi A5 Cabriolet 2.0 T Quattro;Audi;2010 Audi A5 Cabriolet;Gasoline;Automatic transmission;;University Square
2010 Rolls-Royce Phantom Sedan;Rolls-Royce;2010 Rolls-Royce Phantom Sedan;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Rolls-Royce Phantom Sedan EWB;Rolls-Royce;2010 Rolls-Royce Phantom Sedan;Gasoline;Automatic transmission;;IKEA Pallady
2012 Audi A5 Coupe 2.0 T;Audi;2012 Audi A5 Coupe;Gasoline;Manual transmission;;Afi Cotroceni
2012 Audi A5 Coupe 2.0 T AT;Audi;2012 Audi A5 Coupe;Gasoline;Automatic transmission;;University Square
2010 Rolls-Royce Phantom Coupe;Rolls-Royce;2010 Rolls-Royce Phantom Coupe;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Audi A5 Coupe 2.0 T AT;Audi;2011 Audi A5 Coupe;Gasoline;Automatic transmission;;IKEA Pallady
2011 Audi A5 Coupe 2.0 T;Audi;2011 Audi A5 Coupe;Gasoline;Manual transmission;;Afi Cotroceni
2010 Audi A5 Coupe 2.0 T;Audi;2010 Audi A5 Coupe;Gasoline;Manual transmission;;University Square
2010 Audi A5 Coupe 3.2;Audi;2010 Audi A5 Coupe;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Audi A5 Coupe 2.0 T AT;Audi;2010 Audi A5 Coupe;Gasoline;Automatic transmission;;IKEA Pallady
2010 Rolls-Royce Phantom Drophead Coupe;Rolls-Royce;2010 Rolls-Royce Phantom Drophead Coupe;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Rolls-Royce Ghost;Rolls-Royce;2011 Rolls-Royce Ghost;Gasoline;Automatic transmission;;University Square
2010 Honda Accord EX-L V-6 Sedan;Honda;2010 Honda Accord Sedan;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Rolls-Royce Phantom Sedan;Rolls-Royce;2011 Rolls-Royce Phantom Sedan;Gasoline;Automatic transmission;;IKEA Pallady
2011 Honda Accord LX Sedan;Honda;2011 Honda Accord Sedan;Gasoline;Manual transmission;;Afi Cotroceni
2011 Honda Accord LX Sedan AT;Honda;2011 Honda Accord Sedan;Gasoline;Automatic transmission;;University Square
2011 Honda Accord LX-P Sedan;Honda;2011 Honda Accord Sedan;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Honda Accord SE Sedan;Honda;2011 Honda Accord Sedan;Gasoline;Automatic transmission;;IKEA Pallady
2011 Honda Accord EX Sedan;Honda;2011 Honda Accord Sedan;Gasoline;Manual transmission;;Afi Cotroceni
2011 Honda Accord EX Sedan AT;Honda;2011 Honda Accord Sedan;Gasoline;Automatic transmission;;University Square
2011 Honda Accord EX V-6 Sedan;Honda;2011 Honda Accord Sedan;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Honda Accord EX-L Sedan;Honda;2011 Honda Accord Sedan;Gasoline;Automatic transmission;;IKEA Pallady
2011 Honda Accord EX-L V-6 Sedan;Honda;2011 Honda Accord Sedan;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Rolls-Royce Phantom Sedan EWB;Rolls-Royce;2011 Rolls-Royce Phantom Sedan;Gasoline;Automatic transmission;;University Square
2011 Rolls-Royce Phantom Coupe;Rolls-Royce;2011 Rolls-Royce Phantom Coupe;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Rolls-Royce Phantom Drophead Coupe;Rolls-Royce;2011 Rolls-Royce Phantom Drophead Coupe;Gasoline;Automatic transmission;;IKEA Pallady
2011 Volkswagen Jetta SEL PZEV;Volkswagen;2011 Volkswagen Jetta;Gasoline;Manual transmission;;Afi Cotroceni
2011 Volkswagen Jetta SE PZEV AT;Volkswagen;2011 Volkswagen Jetta;Gasoline;Automatic transmission;;University Square
2011 Volkswagen Jetta AT;Volkswagen;2011 Volkswagen Jetta;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Volkswagen Jetta S AT;Volkswagen;2011 Volkswagen Jetta;Gasoline;Automatic transmission;;IKEA Pallady
2011 Volkswagen Jetta SE AT;Volkswagen;2011 Volkswagen Jetta;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Volkswagen Jetta SEL PZEV AT;Volkswagen;2011 Volkswagen Jetta;Gasoline;Automatic transmission;;University Square
2011 Volkswagen Jetta;Volkswagen;2011 Volkswagen Jetta;Gasoline;Manual transmission;;Baneasa Shopping City
2011 Volkswagen Jetta SEL AT;Volkswagen;2011 Volkswagen Jetta;Gasoline;Automatic transmission;;IKEA Pallady
2011 Volkswagen Jetta SE;Volkswagen;2011 Volkswagen Jetta;Gasoline;Manual transmission;;Afi Cotroceni
2011 Volkswagen Jetta SEL;Volkswagen;2011 Volkswagen Jetta;Gasoline;Manual transmission;;University Square
2011 Volkswagen Jetta SE PZEV;Volkswagen;2011 Volkswagen Jetta;Gasoline;Manual transmission;;Baneasa Shopping City
2011 Volkswagen Jetta S;Volkswagen;2011 Volkswagen Jetta;Gasoline;Manual transmission;;IKEA Pallady
2010 Toyota Corolla;Toyota;2010 Toyota Corolla;Gasoline;Manual transmission;;Afi Cotroceni
2010 Toyota Corolla AT;Toyota;2010 Toyota Corolla;Gasoline;Automatic transmission;;University Square
2010 Toyota Corolla S;Toyota;2010 Toyota Corolla;Gasoline;Manual transmission;;Baneasa Shopping City
2010 Toyota Corolla S AT;Toyota;2010 Toyota Corolla;Gasoline;Automatic transmission;;IKEA Pallady
2010 Toyota Corolla LE;Toyota;2010 Toyota Corolla;Gasoline;Automatic transmission;;Afi Cotroceni
2010 Toyota Corolla XLE;Toyota;2010 Toyota Corolla;Gasoline;Automatic transmission;;University Square
2010 Toyota Corolla XRS;Toyota;2010 Toyota Corolla;Gasoline;Manual transmission;;Baneasa Shopping City
2010 Toyota Corolla XRS AT;Toyota;2010 Toyota Corolla;Gasoline;Automatic transmission;;IKEA Pallady
2011 Toyota FJ Cruiser;Toyota;2011 Toyota FJ Cruiser;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Toyota FJ Cruiser 4WD;Toyota;2011 Toyota FJ Cruiser;Gasoline;Manual transmission;;University Square
2011 Toyota FJ Cruiser 4WD AT;Toyota;2011 Toyota FJ Cruiser;Gasoline;Automatic transmission;;Baneasa Shopping City
2012 Audi A6 Sedan 3.0 T;Audi;2012 Audi A6 Sedan;Gasoline;Automatic transmission;;IKEA Pallady
2011 Audi A6 Sedan 3.0 T;Audi;2011 Audi A6 Sedan;Gasoline;Automatic transmission;;Afi Cotroceni
2010 Volkswagen Jetta SE AT;Volkswagen;2010 Volkswagen Jetta;Gasoline;Automatic transmission;;University Square
2010 Volkswagen Jetta S AT;Volkswagen;2010 Volkswagen Jetta;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Volkswagen Jetta SE PZEV AT;Volkswagen;2010 Volkswagen Jetta;Gasoline;Automatic transmission;;IKEA Pallady
2010 Volkswagen Jetta Limited Edition;Volkswagen;2010 Volkswagen Jetta;Gasoline;Manual transmission;;Afi Cotroceni
2010 Volkswagen Jetta S;Volkswagen;2010 Volkswagen Jetta;Gasoline;Manual transmission;;University Square
2010 Volkswagen Jetta Limited Edition AT;Volkswagen;2010 Volkswagen Jetta;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Volkswagen Jetta S PZEV AT;Volkswagen;2010 Volkswagen Jetta;Gasoline;Automatic transmission;;IKEA Pallady
2010 Volkswagen Jetta S PZEV;Volkswagen;2010 Volkswagen Jetta;Gasoline;Manual transmission;;Afi Cotroceni
2010 Volkswagen Jetta Limited Edition PZEV AT;Volkswagen;2010 Volkswagen Jetta;Gasoline;Automatic transmission;;University Square
2010 Volkswagen Jetta Sedan SE PZEV;Volkswagen;2010 Volkswagen Jetta;Gasoline;Manual transmission;;Baneasa Shopping City
2010 Volkswagen Jetta SE;Volkswagen;2010 Volkswagen Jetta;Gasoline;Manual transmission;;IKEA Pallady
2010 Volkswagen Jetta Wolfsburg Edition;Volkswagen;2010 Volkswagen Jetta;Gasoline;Manual transmission;;Afi Cotroceni
2010 Volkswagen Jetta Wolfsburg Edition PZEV;Volkswagen;2010 Volkswagen Jetta;Gasoline;Manual transmission;;University Square
2010 Volkswagen Jetta TDI Clean Diesel;Volkswagen;2010 Volkswagen Jetta;Gasoline;Manual transmission;;Baneasa Shopping City
2010 Volkswagen Jetta SEL PZEV AT;Volkswagen;2010 Volkswagen Jetta;Gasoline;Automatic transmission;;IKEA Pallady
2010 Volkswagen Jetta SEL AT;Volkswagen;2010 Volkswagen Jetta;Gasoline;Automatic transmission;;Afi Cotroceni
2010 Volkswagen Jetta TDI Cup Edition;Volkswagen;2010 Volkswagen Jetta;Gasoline;Manual transmission;;University Square
2010 Toyota FJ Cruiser;Toyota;2010 Toyota FJ Cruiser;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Toyota FJ Cruiser 4WD;Toyota;2010 Toyota FJ Cruiser;Gasoline;Manual transmission;;IKEA Pallady
2010 Toyota FJ Cruiser 4WD AT;Toyota;2010 Toyota FJ Cruiser;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Toyota Highlander;Toyota;2011 Toyota Highlander;Gasoline;Automatic transmission;;University Square
2011 Toyota Highlander V6;Toyota;2011 Toyota Highlander;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Toyota Highlander V6 4WD;Toyota;2011 Toyota Highlander;Gasoline;Automatic transmission;;IKEA Pallady
2011 Toyota Highlander SE;Toyota;2011 Toyota Highlander;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Toyota Highlander SE V6;Toyota;2011 Toyota Highlander;Gasoline;Automatic transmission;;University Square
2011 Toyota Highlander SE V6 4WD;Toyota;2011 Toyota Highlander;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Toyota Highlander Limited;Toyota;2011 Toyota Highlander;Gasoline;Automatic transmission;;IKEA Pallady
2011 Toyota Highlander Limited 4WD;Toyota;2011 Toyota Highlander;Gasoline;Automatic transmission;;Afi Cotroceni
2010 Toyota Highlander;Toyota;2010 Toyota Highlander;Gasoline;Automatic transmission;;University Square
2010 Toyota Highlander V6;Toyota;2010 Toyota Highlander;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Toyota Highlander V6 4WD;Toyota;2010 Toyota Highlander;Gasoline;Automatic transmission;;IKEA Pallady
2010 Toyota Highlander Sport;Toyota;2010 Toyota Highlander;Gasoline;Automatic transmission;;Afi Cotroceni
2010 Toyota Highlander Sport 4WD;Toyota;2010 Toyota Highlander;Gasoline;Automatic transmission;;University Square
2010 Toyota Highlander SE;Toyota;2010 Toyota Highlander;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Toyota Highlander SE 4WD;Toyota;2010 Toyota Highlander;Gasoline;Automatic transmission;;IKEA Pallady
2010 Toyota Highlander Limited;Toyota;2010 Toyota Highlander;Gasoline;Automatic transmission;;Afi Cotroceni
2010 Toyota Highlander Limited 4WD;Toyota;2010 Toyota Highlander;Gasoline;Automatic transmission;;University Square
2011 Honda Accord Crosstour EX Hatchback;Honda;2011 Honda Accord Crosstour Hatchback;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Honda Accord Crosstour EX-L Hatchback;Honda;2011 Honda Accord Crosstour Hatchback;Gasoline;Automatic transmission;;IKEA Pallady
2011 Honda Accord Crosstour EX-L Hatchback 4WD;Honda;2011 Honda Accord Crosstour Hatchback;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Toyota Land Cruiser;Toyota;2011 Toyota Land Cruiser;Gasoline;Automatic transmission;;University Square
2010 Toyota Land Cruiser;Toyota;2010 Toyota Land Cruiser;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Toyota Matrix;Toyota;2011 Toyota Matrix;Gasoline;Manual transmission;;IKEA Pallady
2011 Toyota Matrix AT;Toyota;2011 Toyota Matrix;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Toyota Matrix S;Toyota;2011 Toyota Matrix;Gasoline;Manual transmission;;University Square
2011 Toyota Matrix S AT;Toyota;2011 Toyota Matrix;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Toyota Matrix S AT AWD;Toyota;2011 Toyota Matrix;Gasoline;Automatic transmission;;IKEA Pallady
2010 Maybach 57 Zeppelin;Maybach;2010 Maybach 57;Gasoline;Automatic transmission;;Afi Cotroceni
2010 Maybach 57;Maybach;2010 Maybach 57;Gasoline;Automatic transmission;;University Square
2010 Maybach 57 S;Maybach;2010 Maybach 57;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Maybach 57 Zeppelin;Maybach;2010 Maybach 57;Gasoline;Automatic transmission;;IKEA Pallady
2011 Maybach 57 S;Maybach;2011 Maybach 57;Gasoline;Automatic transmission;;Afi Cotroceni
2010 Maybach 62;Maybach;2010 Maybach 62;Gasoline;Automatic transmission;;University Square
2010 Maybach 62 S;Maybach;2010 Maybach 62;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Maybach 62 Zeppelin;Maybach;2010 Maybach 62;Gasoline;Automatic transmission;;IKEA Pallady
2011 Maybach 62 S;Maybach;2011 Maybach 62;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Maybach 62;Maybach;2011 Maybach 62;Gasoline;Automatic transmission;;University Square
2009 Maybach Landaulet;Maybach;2009 Maybach Landaulet;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Maybach Landaulet;Maybach;2010 Maybach Landaulet;Gasoline;Automatic transmission;;IKEA Pallady
2011 Maybach Landaulet;Maybach;2011 Maybach Landaulet;Gasoline;Automatic transmission;;Afi Cotroceni
2010 Toyota Matrix;Toyota;2010 Toyota Matrix;Gasoline;Manual transmission;;University Square
2010 Toyota Matrix  AT;Toyota;2010 Toyota Matrix;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Toyota Matrix  S;Toyota;2010 Toyota Matrix;Gasoline;Manual transmission;;IKEA Pallady
2010 Toyota Matrix S AT;Toyota;2010 Toyota Matrix;Gasoline;Automatic transmission;;Afi Cotroceni
2010 Toyota Matrix S AT AWD;Toyota;2010 Toyota Matrix;Gasoline;Automatic transmission;;University Square
2010 Toyota Matrix XRS;Toyota;2010 Toyota Matrix;Gasoline;Manual transmission;;Baneasa Shopping City
2010 Toyota Matrix XRS AT;Toyota;2010 Toyota Matrix;Gasoline;Automatic transmission;;IKEA Pallady
2010 Toyota Matrix  AT;Nissan;2010 Toyota Matrix;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Nissan Armada SV 4x4 FFV;Nissan;2011 Nissan Armada;Gasoline;Automatic transmission;;University Square
2011 Nissan Armada Platinum 4x4;Nissan;2011 Nissan Armada;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Nissan Armada SL 4x4 FFV;Nissan;2011 Nissan Armada;Gasoline;Automatic transmission;;IKEA Pallady
2011 Nissan Armada Platinum;Nissan;2011 Nissan Armada;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Nissan Armada SV FFV;Nissan;2011 Nissan Armada;Gasoline;Automatic transmission;;University Square
2011 Nissan Armada SL FFV;Nissan;2011 Nissan Armada;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Volkswagen Jetta SportWagen S PZEV;Volkswagen;2011 Volkswagen Jetta SportWagen;Gasoline;Manual transmission;;IKEA Pallady
2011 Volkswagen Jetta SportWagen S PZEV AT;Volkswagen;2011 Volkswagen Jetta SportWagen;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Volkswagen Jetta SportWagen S;Volkswagen;2011 Volkswagen Jetta SportWagen;Gasoline;Manual transmission;;University Square
2011 Volkswagen Jetta SportWagen S AT;Volkswagen;2011 Volkswagen Jetta SportWagen;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Volkswagen Jetta SportWagen SE;Volkswagen;2011 Volkswagen Jetta SportWagen;Gasoline;Automatic transmission;;IKEA Pallady
2011 Volkswagen Jetta SportWagen SE PZEV;Volkswagen;2011 Volkswagen Jetta SportWagen;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Volkswagen Jetta SportWagen TDI Clean Diesel;Volkswagen;2011 Volkswagen Jetta SportWagen;Gasoline;Manual transmission;;University Square
2011 Chevrolet Aveo  LS;Chevrolet;2011 Chevrolet Aveo;Gasoline;Manual transmission;;Baneasa Shopping City
2011 Chevrolet Aveo  1LT;Chevrolet;2011 Chevrolet Aveo;Gasoline;Manual transmission;;IKEA Pallady
2011 Chevrolet Aveo  1LT AT;Chevrolet;2011 Chevrolet Aveo;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Chevrolet Aveo  2LT;Chevrolet;2011 Chevrolet Aveo;Gasoline;Manual transmission;;University Square
2011 Chevrolet Aveo  2LT AT;Chevrolet;2011 Chevrolet Aveo;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Volkswagen CC Sport PZEV;Volkswagen;2010 Volkswagen CC;Gasoline;Manual transmission;;IKEA Pallady
2010 Volkswagen CC Sport;Volkswagen;2010 Volkswagen CC;Gasoline;Manual transmission;;Afi Cotroceni
2010 Volkswagen CC VR6 Sport;Volkswagen;2010 Volkswagen CC;Gasoline;Automatic transmission;;University Square
2010 Volkswagen CC VR6 4Motion Executive;Volkswagen;2010 Volkswagen CC;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Audi A6 Sedan 4.2;Audi;2011 Audi A6 Sedan;Gasoline;Automatic transmission;;IKEA Pallady
2010 Audi A6 Sedan 3.0 T;Audi;2010 Audi A6 Sedan;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Chevrolet  Aveo5 LS;Chevrolet;2011 Chevrolet Aveo5;Gasoline;Manual transmission;;University Square
2011 Chevrolet  Aveo5 1LT;Chevrolet;2011 Chevrolet Aveo5;Gasoline;Manual transmission;;Baneasa Shopping City
2011 Chevrolet  Aveo5 1LT AT;Chevrolet;2011 Chevrolet Aveo5;Gasoline;Automatic transmission;;IKEA Pallady
2011 Chevrolet  Aveo5 2LT;Chevrolet;2011 Chevrolet Aveo5;Gasoline;Manual transmission;;Afi Cotroceni
2011 Chevrolet  Aveo5 2LT AT;Chevrolet;2011 Chevrolet Aveo5;Gasoline;Automatic transmission;;University Square
2010 Audi A6 Sedan 4.2;Audi;2010 Audi A6 Sedan;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Audi A6 Avant;Audi;2011 Audi A6 Avant;Gasoline;Automatic transmission;;IKEA Pallady
2010 Audi A6 Avant;Audi;2010 Audi A6 Avant;Gasoline;Automatic transmission;;Afi Cotroceni
2012 Audi A7;Audi;2012 Audi A7;Gasoline;Automatic transmission;;University Square
2011 Audi A8;Audi;2011 Audi A8;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Audi A8 L;Audi;2011 Audi A8;Gasoline;Automatic transmission;;IKEA Pallady
2010 Nissan Armada SE 4x4;Nissan;2010 Nissan Armada;Gasoline;Automatic transmission;;Afi Cotroceni
2010 Nissan Armada Titanium 4x4;Nissan;2010 Nissan Armada;Gasoline;Automatic transmission;;University Square
2010 Nissan Armada Platinum;Nissan;2010 Nissan Armada;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Nissan Armada SE;Nissan;2010 Nissan Armada;Gasoline;Automatic transmission;;IKEA Pallady
2010 Nissan Armada Titanium;Nissan;2010 Nissan Armada;Gasoline;Automatic transmission;;Afi Cotroceni
2010 Nissan Armada Platinum 4x4;Nissan;2010 Nissan Armada;Gasoline;Automatic transmission;;University Square
2010 Audi A8 L;Audi;2010 Audi A8;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Audi A8;Audi;2010 Audi A8;Gasoline;Automatic transmission;;IKEA Pallady
2011 Nissan Cube 1.8;Nissan;2011 Nissan Cube;Gasoline;Manual transmission;;Afi Cotroceni
2011 Nissan Cube 1.8 S;Nissan;2011 Nissan Cube;Gasoline;Manual transmission;;University Square
2010 Nissan Cube 1.8;Nissan;2010 Nissan Cube;Gasoline;Manual transmission;;Baneasa Shopping City
2010 Nissan Cube 1.8 S;Nissan;2010 Nissan Cube;Gasoline;Manual transmission;;IKEA Pallady
2012 Audi Q5 2.0 T;Audi;2012 Audi Q5;Gasoline;Automatic transmission;;Afi Cotroceni
2012 Audi Q5 3.2;Audi;2012 Audi Q5;Gasoline;Automatic transmission;;University Square
2011 Audi Q5 2.0 T;Audi;2011 Audi Q5;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Audi Q5 3.2;Audi;2011 Audi Q5;Gasoline;Automatic transmission;;IKEA Pallady
2010 Honda Accord Crosstour EX Hatchback;Honda;2010 Honda Accord Crosstour Hatchback;Gasoline;Automatic transmission;;Afi Cotroceni
2010 Honda Accord Crosstour EX-L Hatchback;Honda;2010 Honda Accord Crosstour Hatchback;Gasoline;Automatic transmission;;University Square
2010 Honda Accord Crosstour EX-L Hatchback 4WD;Honda;2010 Honda Accord Crosstour Hatchback;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Audi Q5 3.2;Audi;2010 Audi Q5;Gasoline;Automatic transmission;;IKEA Pallady
2009 Audi Q5 3.2;Audi;2009 Audi Q5;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Honda Civic DX Coup;Honda;2011 Honda Civic Coup;Gasoline;Manual transmission;;University Square
2011 Honda Civic DX Coup AT;Honda;2011 Honda Civic Coup;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Honda Civic LX Coup;Honda;2011 Honda Civic Coup;Gasoline;Manual transmission;;IKEA Pallady
2011 Honda Civic LX Coup AT;Honda;2011 Honda Civic Coup;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Honda Civic EX Coup;Honda;2011 Honda Civic Coup;Gasoline;Manual transmission;;University Square
2011 Honda Civic EX Coup AT;Honda;2011 Honda Civic Coup;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Honda Civic EX-L Coup;Honda;2011 Honda Civic Coup;Gasoline;Automatic transmission;;IKEA Pallady
2011 Honda Civic Si Coup;Honda;2011 Honda Civic Coup;Gasoline;Manual transmission;;Afi Cotroceni
2012 Audi Q7 3.0 T S Line;Audi;2012 Audi Q7;Gasoline;Automatic transmission;;University Square
2012 Audi Q7 3.0 T;Audi;2012 Audi Q7;Gasoline;Automatic transmission;;Baneasa Shopping City
2012 Audi Q7 3.0 TDI;Audi;2012 Audi Q7;Diesel fuel;Automatic transmission;;IKEA Pallady
2010 Lamborghini Gallardo Coupe LP 550-2 Valentino Balboni;Lamborghini;2010 Lamborghini Gallardo Coupe;Gasoline;Manual transmission;;Afi Cotroceni
2010 Chevrolet  Aveo5 LS;Chevrolet;2010 Chevrolet Aveo5;Gasoline;Manual transmission;;University Square
2010 Chevrolet  Aveo5 1LT;Chevrolet;2010 Chevrolet Aveo5;Gasoline;Manual transmission;;Baneasa Shopping City
2010 Chevrolet  Aveo5 1LT AT;Chevrolet;2010 Chevrolet Aveo5;Gasoline;Automatic transmission;;IKEA Pallady
2010 Chevrolet  Aveo5 2LT;Chevrolet;2010 Chevrolet Aveo5;Gasoline;Manual transmission;;Afi Cotroceni
2010 Chevrolet  Aveo5 2LT AT;Chevrolet;2010 Chevrolet Aveo5;Gasoline;Automatic transmission;;University Square
2010 Lexus LS 460;Lexus;2010 Lexus LS;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Lexus LS 460 AWD;Lexus;2010 Lexus LS;Gasoline;Automatic transmission;;IKEA Pallady
2010 Lexus LS 460 L;Lexus;2010 Lexus LS;Gasoline;Automatic transmission;;Afi Cotroceni
2010 Lexus LS 460 L AWD;Lexus;2010 Lexus LS;Gasoline;Automatic transmission;;University Square
2011 Lamborghini Gallardo Coupe LP 560-4;Lamborghini;2011 Lamborghini Gallardo Coupe;Gasoline;Manual transmission;;Baneasa Shopping City
2011 Lamborghini Gallardo Coupe LP 560-4 Spyder;Lamborghini;2011 Lamborghini Gallardo Coupe;Gasoline;Manual transmission;;IKEA Pallady
2012 Hyundai Accent Hatchback SE AT;Hyundai;2012 Hyundai Accent Hatchback;Gasoline;Automatic transmission;;Afi Cotroceni
2012 Hyundai Accent Hatchback GS AT;Hyundai;2012 Hyundai Accent Hatchback;Gasoline;Automatic transmission;;University Square
2012 Hyundai Accent Hatchback SE;Hyundai;2012 Hyundai Accent Hatchback;Gasoline;Manual transmission;;Baneasa Shopping City
2012 Hyundai Accent Hatchback GS;Hyundai;2012 Hyundai Accent Hatchback;Gasoline;Manual transmission;;IKEA Pallady
2011 Lexus LS 460;Lexus;2011 Lexus LS;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Lexus LS 460 AWD;Lexus;2011 Lexus LS;Gasoline;Automatic transmission;;University Square
2011 Lexus LS 460 L;Lexus;2011 Lexus LS;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Lexus LS 460 L AWD;Lexus;2011 Lexus LS;Gasoline;Automatic transmission;;IKEA Pallady
2011 Hyundai Accent Hatchback GS AT;Hyundai;2011 Hyundai Accent Hatchback;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Hyundai Accent Hatchback SE;Hyundai;2011 Hyundai Accent Hatchback;Gasoline;Manual transmission;;University Square
2011 Hyundai Accent Hatchback GS;Hyundai;2011 Hyundai Accent Hatchback;Gasoline;Manual transmission;;Baneasa Shopping City
2011 Hyundai Accent Hatchback GL;Hyundai;2011 Hyundai Accent Hatchback;Gasoline;Manual transmission;;IKEA Pallady
2011 Hyundai Accent Hatchback SE AT;Hyundai;2011 Hyundai Accent Hatchback;Gasoline;Automatic transmission;;Afi Cotroceni
2010 Hyundai Accent Hatchback GS;Hyundai;2010 Hyundai Accent Hatchback;Gasoline;Manual transmission;;University Square
2010 Hyundai Accent Hatchback SE AT;Hyundai;2010 Hyundai Accent Hatchback;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Hyundai Accent Hatchback SE;Hyundai;2010 Hyundai Accent Hatchback;Gasoline;Manual transmission;;IKEA Pallady
2010 Hyundai Accent Hatchback GS AT;Hyundai;2010 Hyundai Accent Hatchback;Gasoline;Automatic transmission;;Afi Cotroceni
2010 Hyundai Accent Hatchback Blue;Hyundai;2010 Hyundai Accent Hatchback;Gasoline;Manual transmission;;University Square
2012 Hyundai Accent Sedan GLS;Hyundai;2012 Hyundai Accent Sedan;Gasoline;Manual transmission;;Baneasa Shopping City
